#,块类型,块序号,角色ID（左）,角色差分（左）,角色动效（左）,角色ID（中）,角色差分（中）,角色动效（中）,角色ID（右）,角色差分（右）,角色动效（右）,高亮显示,角色名称（左）,文本,跳转
#,int,int,string,int,int,string,int,int,string,int,int,int,string,string,connent
,,,,Chapter_02_01_afternoon,,,,,,,,,,,
,0,1001,,,,,,,,0,0,4,贝贝,“嗯~确实很好喝啊。”,0
,0,1002,,,,,,,,,,4,露希尔,“不错的味道呢。”,0
,0,1003,,,,,,,,,,4,贝贝,“学长是在哪里学到的方法啊，我们镇上从来没有见过咖啡呢。”,0
,0,1004,,,,,,,,,,4,贝,“倒是只有听到过一些偶尔回来的人说过味道。”,0
,0,1005,,,,,,,,1,2,0,我,“你忘了？我大学是在S市上的，有不少新鲜东西。”,0
,0,1006,,,,,,,,,,4,我,“大学这几年无所事事的时候，偶然在一家咖啡馆打工学到的。”,0
,0,1007,,,,,,,,,,4,贝贝,“这么说来，你现在也是【回来的人】喽？”,0
,0,1008,,,,,,,,,,4,我,“不完全是吧，和他们不一样，我大概······不会再走了。”,0
,0,1009,,,,,,,,,,4,我,“怎么说呢，我觉得小镇挺好的，一直都是我熟悉的样子。这么多年了确实一点都没变。”,0
,0,1010,,,,,,,,1,2,0,贝贝,“嗯哼······”,0
,0,1011,,,,,,,,,,4,爱丽丝,““店······店长先生！已经打扫的差不多了。””,0
,0,1012,,,,,,,,,,4,我,“啊，好的，休息一下吧，辛苦了。”,0
,0,1013,,,,,,,,,,4,露希尔,“啊啦，好可爱的孩子啊，没见过的面孔呢。”,0
,0,1014,,,,,,,,,,4,露希尔,“也是刚回来的吗？”,0
,0,1015,,,,,,,,,,4,爱丽丝,“！”,0
,0,1016,,,,,,,,,,4,,猝不及防被搭话，爱丽丝有点应付不来，躲到了我的身后。,0
,0,1017,,,,,,,,,,4,爱丽丝,““不，不是的，是因为家里······””,0
,0,1018,,,,,,,,,,4,我,“啊，这孩子叫爱丽丝，因为家里发生了一些事，暂时寄养在我家里一阵子。”,0
,0,1019,,,,,,,,,,4,我,“最近最近来店里帮我忙。”,0
,0,1020,,,,,,,,,,4,露,“不用去上学吗？这个年纪的孩子。”,0
,0,1021,,,,,,,,,,4,爱丽丝,““爱丽丝······不想去。””,0
,0,1022,,,,,,,,,,4,我,“应该是之前发生了一些事情，暂时让她休息一下吧。”,0
,0,1023,,,,,,,,1,2,0,露希尔,“是吗······那就没办法了。”,0
,0,1024,,,,,,,,,,4,露希尔,“这个还是要让她自己选择。”,0
,0,1025,,,,,,,,,,4,露希尔,“不过这个年纪的女孩子，要好好打扮一下才对吧？”,0
,0,1026,,,,,,,,,,4,露希尔,“抽空来我店里一趟好了，给孩子挑几件像样的衣服。”,0
,0,1027,,,,,,,,,,4,露希尔,“（说不定打扮的好看一点，也会更愿意说话。）”,
,0,1028,,,,,,,,,,4,我,“麻烦了露姐，多谢。”,
,0,1029,,,,,,,,,,4,爱丽丝,“！”,
,0,1030,,,,,,,,,,4,爱丽丝,“不用了，不能再麻烦店长先生和其他人了！”,
,0,1031,,,,,,,,,,4,爱丽丝,“为了爱丽丝这种陌生人，不值得的。”,
,0,1032,,,,,,,,,,4,爱丽丝,“爱丽丝······爱丽丝没问题的！”,
,0,1033,,,,,,,,,,,我,“爱丽丝······”,
,0,1034,,,,,,,,,,,露希尔,“说起来我还没做自我介绍吧，初次见面，我是露希尔，小镇服装店的店长。”,
,0,1035,,,,,,,,,,,露希尔,“这样就不算陌生人了吧，镇上好久没见到这么可爱的孩子了，大姐姐我还挺高兴的。”,
,0,1036,,,,,,,,,,,露希尔,“就当是送给新朋友的一份见面礼好了。”,
