#,块类型,块序号,角色ID（左）,角色差分（左）,角色动效（左）,角色ID（中）,角色差分（中）,角色动效（中）,角色ID（右）,角色差分（右）,角色动效（右）,高亮显示,角色名称（左）,文本,跳转
#,int,int,string,int,int,string,int,int,string,int,int,int,string,string,connent
,,,,Chapter_02_02_afternoon,,,,,,,,,,,
,4,1000,0,0,0,0,0,0,0,0,0,0,0,BGN/afternoon_bgm,0
,2,1001,0,0,0,0,0,0,0,0,0,0,0,Afternoon,0
,0,1002,0,0,0,0,0,0,0,0,0,4,,店の看板を「CLOSE」に裏返した。,0
,0,1003,0,0,0,0,0,0,0,0,0,4,,今日はルーシルさんのところに行く約束だったな。,0
,0,1004,0,0,0,0,0,0,0,0,0,4,,……そういえば、アリスと一緒に出かけるのは今日が初めてだな。,0
,0,1005,0,0,0,0,0,0,0,0,0,4,店長,アリス、準備できた？,0
,0,1006,0,0,0,Cat,4,0,0,0,0,4,アリス,は、はい……できました……,0
,0,1007,0,0,0,Cat,4,0,0,0,0,4,,アリスはおずおずと階段を降りてきた。,0
,0,1008,0,0,0,Cat,4,0,0,0,0,4,店長,大丈夫だよ、ルーシルさんたちはとてもいい人だから。,0
,0,1009,0,0,0,Cat,0,0,0,0,0,4,アリス,はい……店長を信じます。,0
,0,1010,0,0,0,Cat,0,0,0,0,0,4,店長,じゃあ、行こうか。,0
