#,块类型,块序号,角色ID（左）,角色差分（左）,角色动效（左）,角色ID（中）,角色差分（中）,角色动效（中）,角色ID（右）,角色差分（右）,角色动效（右）,高亮显示,角色名称（左）,文本,跳转
#,int,int,string,int,int,string,int,int,string,int,int,int,string,string,connent
#,,,,Chapter_01_02_forework,,,,,,,,,,,
,4,1000,0,0,0,0,0,0,0,0,0,0,0,BGM/maou_bgm_piano27,0
,2,1001,0,0,0,0,0,0,0,1,2,4,0,Morning,0
,0,1002,0,0,0,0,0,0,0,0,0,4,,こうしてまた数日が過ぎたけど、店に来るお客さんは相変わらず少ないまま。,0
,0,1003,0,0,0,0,0,0,0,0,0,4,店長,どうやらコーヒーはこの町にとってまだ珍しいもののようだね。,0
,0,1004,0,0,0,0,0,0,0,0,0,4,店長,はあ、小さな町らしいと言えばそうなんだけど。,0
,0,1005,0,0,0,0,0,0,0,0,0,4,店長,それより、あの日見かけた子ども、なんだか妙な感じがするんだよな。,0
,0,1006,0,0,0,0,0,0,0,0,0,4,,チリンチリン……,0
,0,1007,0,0,0,0,0,0,0,0,0,4,店長,ん？こんな時間に電話？,0
,0,1008,0,0,0,0,0,0,0,0,0,4,店長,もしもし、母さん、どうしたの？,0
,0,1009,0,0,0,Charother30,0,0,0,0,0,4,母,別に、あんた何してるかなって思って、今仕事中？,0
,0,1010,0,0,0,Charother30,0,0,0,0,0,4,店長,うん、まあ。,0
,0,1011,0,0,0,Charother30,0,0,0,0,0,4,店長,店には今お客さんがいないから暇なんだけどね。,0
,0,1012,0,0,0,Charother30,0,0,0,0,0,4,母,それでさ、父さんの親戚なんだけど、最近そっちの家でちょっとした事情があって、その家の子どもをしばらく私たちが預かることになったのよ。,0
,0,1013,0,0,0,Charother30,0,0,0,0,0,4,母,それで思ったんだけど、あんたの店って一人でやってるでしょ。その子を手伝わせてみたらどうかなって。,0
,0,1014,0,0,0,Charother30,0,0,0,0,0,4,店長,えっ？どれくらいの子ども？,0
,0,1015,0,0,0,Charother30,0,0,0,0,0,4,母,10歳くらいの女の子だよ。,0
,0,1016,0,0,0,Charother30,0,0,0,0,0,4,店長,えっ？その年齢だと学校は行かなくていいの？,0
,0,1017,0,0,0,Charother30,0,0,0,0,0,4,母,まあ、向こうの家でいろいろあったみたいだから、しばらく休ませてあげたほうがいいかなってね。,0
,0,1018,0,0,0,Charother30,0,0,0,0,0,4,母,とても聞き分けのいい子だよ。私たちの家でも手伝ってくれたりしてね。,0
,0,1019,0,0,0,Charother30,0,0,0,0,0,4,母,別に押しつけるわけじゃないけど、どうする？,1020-1021
,1,1020,0,0,0,Charother30,0,0,AddFavor 10,0,0,0,0,受け入れる,1022
,1,1021,0,0,0,Charother30,0,0,0,0,0,0,0,断る,1024
#,选项一分隔,,,,,,,,,,,4,店長,,0
,0,1022,0,0,0,Charother30,0,0,0,0,0,4,店長,「いいよ。」,0
,0,1023,0,0,0,Charother30,0,0,0,0,0,4,店長,「店が賑やかになるのは嬉しいから。」,1029
#,选项二分隔,,0,0,0,0,0,0,0,0,0,4,,,0
,0,1024,0,0,0,Charother30,0,0,0,0,0,4,店長,「うーん、10歳の子どもなんてどう扱えばいいか分からないし。」,0
,0,1025,0,0,0,Charother30,0,0,0,0,0,4,店長,「そして店もそんなに忙しくないから、今のところは大丈夫。」,0
,0,1026,0,0,0,Charother30,0,0,0,0,0,4,母,「まあ、私たちもあんまり時間がないし、あんたの店にちょっとの間置いてもらえれば助かるんだけどね。」,0
,0,1027,0,0,0,Charother30,0,0,0,0,0,4,母,「そんなに小さな子でもないし、あんたに迷惑をかけることはないと思うけど。」,0
,0,1028,0,0,0,Charother30,0,0,0,0,0,4,店長,「まあいいか、店の2階に空いてる部屋もあるし、そこに泊まってもらえばいいよ。」,1029
#,通用分隔,,0,0,0,0,0,0,0,0,0,4,,,0
,0,1029,0,0,0,Charother30,0,0,0,0,0,4,母,「それなら、私たちが午後その子を連れて行くよ。」,0
,0,1030,0,0,0,Charother30,0,0,0,0,0,4,母,「お二人のことも、を知りましょう。」,0
,0,1031,0,0,0,Charother30,0,0,0,0,0,4,店長,「えん、じゃ後で。」,0
